name,ID
ACC Overland - Video - VLAN951,201907
ACC Trinity - Wired - VLAN704,201908
ACC Trinity - Voice - VLAN204,201909
ACC Trinity - Net Mgmt - VLAN10,201910
ACC Trinity - Wireless - VLAN 505,201911
ACC Trinity - Servers - VLAN600,201912
ACC Trinity - Printers - VLAN 799,201913
ACC Trinity - VMWare Mgmt - VLAN621,201914
ACC Trinity - VMWare Motion - VLAN622,201915
ACC Trinity - VMWare Storage - VLAN660,201916
ACC Trinity - Video - VLAN951,201917
ACC Apopka- Wired - VLAN 704,201918
ACC Apopka- Voice - VLAN204,201919
ACC Apopka- Net Mgmt - VLAN10,201920
ACC Apopka - Wireless - VLAN 505,201921
ACC Apopka - Server  - VLAN600,201922
ACC Apopka - Printers - VLAN 799,201924
ACC Apopka - VMWare Mgmt - VLAN621,201925
ACC Apopka - VMWare vMotion - VLAN622,201926
ACC Apopka - VMWare Storage - VLAN660,201927
ACC Apopka- AVI - VLAN 951,201928
ACC Zephyrhills - Wired - VLAN 704,201929
ACC Zephyrhills - Net Mgmt - VLAN10,201930
ACC Zephyrhills - Wireless - VLAN 505,201931
ACC Zephyrhills - Printers - VLAN 799,201932
ACC Courtland - Wired - VLAN 704,201933
ACC Courtland - Voice - VLAN204,201934
ACC Courtland - Net Mgmt - VLAN10,201935
ACC Courtland - Wireless - VLAN 505,201936
ACC Courtland - Servers - VLAN600,201937
ACC Courtland - Printers - VLAN 799,201938
ACC Courtland - VMWare Mgmt - VLAN621,201939
ACC Courtland - VMWare vMotion VLAN622,201940
ACC Courtland - VMWare Storage - VLAN660,201941
ACC Courtland - AVI - VLAN951,201942
ACC Mills - Wired - VLAN 704,201943
ACC Mills - Wireless - VLAN 505,201944
ACC Spring View - Wired - VLAN 704,201945
ACC Spring View - Wireless - VLAN 505,201946
ACC Princeton - Wired - VLAN704,201947
ACC Princeton - Wireless - VLAN 505,201948
ACC Creekwood - Wired - VLAN704,201949
ACC Creekwood - Wireless - VLAN 505,201950
ACC Creekwood - Security Devices - VLAN905,201951
ACC Huguley - Wired - VLAN704,201952
ACC Huguley - Net Mgmt - VLAN10,201953
ACC Huguley - Wireless - VLAN 505,201954
ACC Huguley - Printers - VLAN 799,201955
ACC Hays - Wired - VLAN 704,201956
ACC Hays - Net Mgmt - VLAN10,201957
ACC Hays - Wireless - VLAN 505,201958
ACC Hays - Printers - VLAN 799,201959
ACC Hays - AVI - VLAN951,201960
ACC Bradford Heights - Wired - VLAN 704,201961
ACC Bradford Heights - Wireless - VLAN 505,201962
ACC Zephyrhaven - Wired - VLAN 704,201963
ACC Zephyrhaven - Net Mgmt - VLAN10,201964
ACC Zephyrhaven - Wireless - VLAN 505,201965
ACC Zephyrhaven- Printers - VLAN 799,201966
ACC-GRP-Voice Subnets,201970
ACC-GRP-End User Subnets-Reporting Only,201973
ACC-GRP-Server Subnets-Reporting Only,201974
ACC-GRP-Management Subnets,201980
ACC-GRP-FWN Vendor Managed,201983
CAR- IDF_MOB3_Voice -VLAN205,202249
CAR- Sunshine -VLAN 911,202250
CAR-AHS ILO-VLAN140,202251
CAR-AHS WIRELESS WEP-VLAN507,202252
CAR-AHSGuest Wireless-Vlan 902,202253
CAR-AHSVOICEW_WIRELESS_PHONES -VLAN511,202254
CAR-cBORD_PCI-vlan917,202255
CAR-DaVinci -VLAN 916,202256
CAR-EntP_DHCP_Reserve-vlan501,202257
CAR-eReader -VLAN 912,202258
CAR-FW PHILIPs -VLAN 910,202259
CAR-FW-ASA-Inside -VLAN915,202260
CAR-GEGateway-VLAN913,202261
CAR-Guest Network -Vlan902,202262
CAR-IDF_1A_DATA -VLAN708,202263
CAR-IDF_1A_Voice -VLAN208,202264
CAR-IDF_1B_Data -Vlan709,202265
CAR-IDF_1B_Voice -VLAN209,202266
CAR-IDF_2NORTH_DATA -VLAN715,202267
CAR-IDF_2North_Voice -VLAN215,202268
CAR-IDF_AUD_Data -VLAN713,202269
CAR-IDF_AUD_Voice -VLAN213,202270
CAR-IDF_ENG_Data -VLAN714,202271
CAR-IDF_ENG_Voice -VLAN214,202272
CAR-IDF_ER_Data -VLAN711,202273
CAR-IDF_ER_Voice -VLAN211,202274
CAR-IDF_MOB3_Data -VLAN705,202275
CAR-IDF_MOB3_Voice -VLAN204,202276
CAR-IDF_MOB4_Data -VLAN706,202277
CAR-IDF_MOB4_Voice -VLAN206,202278
CAR-IDF_MOB5_Data -VLAN716,202279
CAR-IDF_MOB5_Voice -VLAN216,202280
CAR-IDF_MOBTECHS_Data -VLAN707,202281
CAR-IDF_MOBTECHS_Voice -VLAN207,202282
CAR-IDF_MPLZ_DATA -VLAN719,202283
CAR-IDF_MPLZ_VOICE -VLAN219,202284
CAR-IDF_OCC_Data -VLAN712,202285
CAR-IDF_OCC_Voice -VLAN212,202286
CAR-IDF_RAD_Data -VLAN710,202287
CAR-IDF_RAD_Voice -VLAN210,202288
CAR-IDF_WCR_Data -VLAN717,202289
CAR-IDF_WCR_DATA -VLAN718,202290
CAR-IDF_WCR_Voice -VLAN217,202291
CAR-IDF_WCR_VOICE -VLAN218,202292
CAR-Legacy Workstation -VLAN 974,202293
CAR-MANAGEMENT -VLAN 10,202294
CAR-Neuro Diagnostics -VLAN149,202295
CAR-Nortel ELAN -VLAN202,202296
CAR-Nortel TLAN -VLAN201,202297
CAR-PACS -VLAN170,202298
CAR-PACS_OTHERS -VLAN171,202299
CAR-Ph75u99t -VLAN 906,202300
CAR-PMDF Data -VLAN704,202301
CAR-PRINTERS-NEW -VLAN799,202302
CAR-Radiology -VLAN141,202303
CAR-SERVERS -VLAN600,202304
CAR-Static_Devices -VLAN798,202305
CAR-TeleICU Equipment -VLAN 967,202306
CAR-Vendor Internet -VLAN 914,202307
CAR-WAAS -VLAN21,202308
CAR-Wireless AHSMwmD -VLAN520,202309
CAR-Wireless AHSMwmD Hospira Pumps -VLAN520,202310
CAR-Wireless AHSVoiceC Cisco Phones -VLAN518,202311
CAR-WIRELESS DHCP AHSStaffP -VLAN505,202312
CAR-Wireless-mgmt -VLAN12,202313
CAR_FWPACs 958,202314
UCHG CARROLLWOOD VLAN143,202315
CAR-WRL-GRP-End User Subnets,202327
CAR-GRP-Voice Subnets,202328
CAR-GRP-FWN Vendor Managed,202329
FLG-Wireless Management -VLAN 13,203848
FLG-Legacy Workstations-VLAN 974,203849
